agent,env,seed,nsteps,reward
reality_check(agent_DQN),nth_reward_multiplied_by_n,0,500,127.0
reality_check(agent_DQN),minus_rewards(nth_reward_multiplied_by_n),0,500,417.0
reality_check(agent_DQN),adversarial_sequence_predictor,0,500,465.0
reality_check(agent_DQN),minus_rewards(adversarial_sequence_predictor),0,500,221.0
reality_check(agent_DQN),adversarial_sequence_evader,0,500,221.0
reality_check(agent_DQN),minus_rewards(adversarial_sequence_evader),0,500,465.0
reality_check(agent_DQN),incentivize_learning_rate,0,500,-499.0
reality_check(agent_DQN),minus_rewards(incentivize_learning_rate),0,500,499.0
agent_PPO,backward_consciousness,0,500,-339.0
agent_PPO,minus_rewards(backward_consciousness),0,500,339.0
agent_PPO,deja_vu,0,500,-419.0
agent_PPO,minus_rewards(deja_vu),0,500,419.0
agent_PPO,false_memories,0,500,-19.0
agent_PPO,minus_rewards(false_memories),0,500,19.0
agent_PPO,ignore_rewards,0,500,-9.0
agent_PPO,minus_rewards(ignore_rewards),0,500,3.0
agent_PPO,ignore_rewards2,0,500,-23.0
agent_PPO,minus_rewards(ignore_rewards2),0,500,-499.0
agent_PPO,ignore_rewards3,0,500,-15.0
agent_PPO,minus_rewards(ignore_rewards3),0,500,43.0
agent_PPO,ignore_observations,0,500,-13.0
agent_PPO,minus_rewards(ignore_observations),0,500,13.0
agent_PPO,ignore_actions,0,500,-25.0
agent_PPO,minus_rewards(ignore_actions),0,500,-33.0
agent_PPO,incentivize_zero,0,500,-417.0
agent_PPO,minus_rewards(incentivize_zero),0,500,417.0
agent_PPO,crying_baby,0,500,36.0
agent_PPO,minus_rewards(crying_baby),0,500,-36.0
agent_PPO,crying_baby_2,0,500,-488.0
agent_PPO,minus_rewards(crying_baby_2),0,500,488.0
agent_PPO,tempting_button,0,500,47.0
agent_PPO,minus_rewards(tempting_button),0,500,-57.0
agent_PPO,tempting_button_variation,0,500,56.0
agent_PPO,minus_rewards(tempting_button_variation),0,500,-65.0
agent_PPO,third_action_forbidden,0,500,-179.0
agent_PPO,minus_rewards(third_action_forbidden),0,500,169.0
agent_PPO,delay_reactions,0,500,-13.0
agent_PPO,minus_rewards(delay_reactions),0,500,-499.0
agent_PPO,delayed_rewards,0,500,-15.0
agent_PPO,minus_rewards(delayed_rewards),0,500,-499.0
agent_PPO,repeater,0,500,-13.0
agent_PPO,minus_rewards(repeater),0,500,13.0
agent_PPO,after_images,0,500,5.0
agent_PPO,minus_rewards(after_images),0,500,-1.0
agent_PPO,self_recognition,0,500,29.0
agent_PPO,minus_rewards(self_recognition),0,500,-13.0
agent_PPO,limited_memory,0,500,-61.0
agent_PPO,minus_rewards(limited_memory),0,500,57.0
agent_PPO,censored_observation,0,500,-27.0
agent_PPO,minus_rewards(censored_observation),0,500,11.0
agent_PPO,nth_reward_multiplied_by_n,0,500,-5.0
agent_PPO,minus_rewards(nth_reward_multiplied_by_n),0,500,-27.0
agent_PPO,adversarial_sequence_predictor,0,500,-29.0
agent_PPO,minus_rewards(adversarial_sequence_predictor),0,500,7.0
agent_PPO,adversarial_sequence_evader,0,500,7.0
agent_PPO,minus_rewards(adversarial_sequence_evader),0,500,-29.0
agent_PPO,incentivize_learning_rate,0,500,-23.0
agent_PPO,minus_rewards(incentivize_learning_rate),0,500,21.0
reality_check(agent_PPO),backward_consciousness,0,500,5.0
reality_check(agent_PPO),minus_rewards(backward_consciousness),0,500,63.0
reality_check(agent_PPO),deja_vu,0,500,5.0
reality_check(agent_PPO),minus_rewards(deja_vu),0,500,63.0
reality_check(agent_PPO),false_memories,0,500,5.0
reality_check(agent_PPO),minus_rewards(false_memories),0,500,19.0
reality_check(agent_PPO),ignore_rewards,0,500,7.0
reality_check(agent_PPO),minus_rewards(ignore_rewards),0,500,13.0
reality_check(agent_PPO),ignore_rewards2,0,500,5.0
reality_check(agent_PPO),minus_rewards(ignore_rewards2),0,500,-499.0
reality_check(agent_PPO),ignore_rewards3,0,500,-15.0
reality_check(agent_PPO),minus_rewards(ignore_rewards3),0,500,43.0
reality_check(agent_PPO),ignore_observations,0,500,41.0
reality_check(agent_PPO),minus_rewards(ignore_observations),0,500,-23.0
reality_check(agent_PPO),ignore_actions,0,500,11.0
reality_check(agent_PPO),minus_rewards(ignore_actions),0,500,15.0
reality_check(agent_PPO),incentivize_zero,0,500,-417.0
reality_check(agent_PPO),minus_rewards(incentivize_zero),0,500,417.0
reality_check(agent_PPO),crying_baby,0,500,36.0
reality_check(agent_PPO),minus_rewards(crying_baby),0,500,-36.0
reality_check(agent_PPO),crying_baby_2,0,500,-488.0
reality_check(agent_PPO),minus_rewards(crying_baby_2),0,500,488.0
reality_check(agent_PPO),tempting_button,0,500,51.0
reality_check(agent_PPO),minus_rewards(tempting_button),0,500,-53.0
reality_check(agent_PPO),tempting_button_variation,0,500,56.0
reality_check(agent_PPO),minus_rewards(tempting_button_variation),0,500,-64.0
reality_check(agent_PPO),third_action_forbidden,0,500,7.0
reality_check(agent_PPO),minus_rewards(third_action_forbidden),0,500,17.0
reality_check(agent_PPO),delay_reactions,0,500,15.0
reality_check(agent_PPO),minus_rewards(delay_reactions),0,500,-499.0
reality_check(agent_PPO),delayed_rewards,0,500,15.0
reality_check(agent_PPO),minus_rewards(delayed_rewards),0,500,-499.0
reality_check(agent_PPO),repeater,0,500,5.0
reality_check(agent_PPO),minus_rewards(repeater),0,500,19.0
reality_check(agent_PPO),after_images,0,500,9.0
reality_check(agent_PPO),minus_rewards(after_images),0,500,5.0
reality_check(agent_PPO),self_recognition,0,500,32.0
reality_check(agent_PPO),minus_rewards(self_recognition),0,500,-16.0
reality_check(agent_PPO),limited_memory,0,500,-17.0
reality_check(agent_PPO),minus_rewards(limited_memory),0,500,15.0
reality_check(agent_PPO),censored_observation,0,500,49.0
reality_check(agent_PPO),minus_rewards(censored_observation),0,500,-41.0
reality_check(agent_PPO),nth_reward_multiplied_by_n,0,500,15.0
reality_check(agent_PPO),minus_rewards(nth_reward_multiplied_by_n),0,500,-45.0
reality_check(agent_PPO),adversarial_sequence_predictor,0,500,47.0
reality_check(agent_PPO),minus_rewards(adversarial_sequence_predictor),0,500,-19.0
reality_check(agent_PPO),adversarial_sequence_evader,0,500,-19.0
reality_check(agent_PPO),minus_rewards(adversarial_sequence_evader),0,500,47.0
reality_check(agent_PPO),incentivize_learning_rate,0,500,-499.0
reality_check(agent_PPO),minus_rewards(incentivize_learning_rate),0,500,499.0
